"COUNTRY","Country","DLVLEDUC","Level of education","DDESTPRG","Programme destination","DDURPRG","Programme duration","DPROGTYP","Programme orientation","DINSTTYP","Type of institution","DCOUNTTYP","Type of counts","DAGEGR","Age groups","DSEX","Gender","YEAR","Year","Value","Flag Codes","Flags"
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",644014,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",596609,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",532724,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",514961,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",509381,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",495945,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",490996,,
"POL","Poland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",476548,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",0,"m","Missing value"
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",65125,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",64559,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",66317,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",78951,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",76801,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",128661,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",137855,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",111020,,
"PRT","Portugal","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",115231,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",90738,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",86516,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",75629,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",65142,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",59130,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",79115,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",81525,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",80210,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",78602,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",72998,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",71454,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",72362,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",69780,,
"SVK","Slovak Republic","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",68072,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",400202,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",406755,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",350935,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",355094,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",342307,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",338944,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",328674,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",371899,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",363222,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",380953,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",377125,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",392672,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",407332,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",456155,,
"ESP","Spain","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",437917,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",78176,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",75746,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",77710,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",72130,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",73128,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",76255,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",80480,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",83980,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",84410,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",89153,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",92615,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",97064,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",99228,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",98886,,
"SWE","Sweden","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",97706,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",66963,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",67780,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",68726,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",75818,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",78045,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",77832,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",85066.83,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",85392.81,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",85280,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",86512.39,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",91176,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",93183,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",99169,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",100899,,
"CHE","Switzerland","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",101295,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",626923,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",541671,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",498241,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",481162,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",463064,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",518107,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",657343,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",590834,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",689559,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",729535,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",321741,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",548894,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",662894,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",706512,,
"TUR","Turkey","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",712702,,
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",0,"m","Missing value"
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",0,"m","Missing value"
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",0,"m","Missing value"
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",0,"m","Missing value"
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",0,"m","Missing value"
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",0,"m","Missing value"
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",679959.28,,
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",696518.1,,
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",707687,,
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",727836.31,,
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",0,"m","Missing value"
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",706344.1,,
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",695271.35,,
"GBR","United Kingdom","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",705119,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1998","1998",2769000,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","1999","1999",2793000,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2000","2000",2809000,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2001","2001",2847000,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2002","2002",2888736,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2003","2003",2986000,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2004","2004",3088999.53,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2005","2005",3108658,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2006","2006",3190948,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2007","2007",3262152,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2008","2008",3321520,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2009","2009",3329180,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2010","2010",3321380,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2011","2011",3402920,,
"USA","United States","30","Upper secondary education","900000","Total","900000","All educational programmes","900000","All educational programmes","9000","All types of institutions","90","Total count","900000","All ages","90","Total males+females","2012","2012",3408360,,
